ID,Timestamp,Source IP,Result,Score,User
32,2026-02-28 14:32:35.617534,simulation,Signature Attack,1.0,admin
33,2026-02-28 17:54:06.507740,simulation,Signature Attack,1.0,admin
34,2026-02-28 17:54:09.592847,simulation,Normal,0.03266532442375303,admin
35,2026-02-28 17:54:12.581036,simulation,Anomaly Attack,-0.01579366062043741,admin
36,2026-02-28 17:54:15.490925,simulation,Signature Attack,1.0,admin
37,2026-02-28 17:54:18.575912,simulation,Normal,0.06931147255339631,admin
38,2026-02-28 17:54:21.533525,simulation,Normal,0.031030064606407726,admin
39,2026-02-28 17:54:24.531840,simulation,Normal,0.057308124985048614,admin
40,2026-02-28 17:54:27.635420,simulation,Normal,0.05259845463865831,admin
41,2026-02-28 17:54:31.570082,simulation,Anomaly Attack,-0.023274463478614282,admin
42,2026-02-28 17:54:37.761404,simulation,Normal,0.10287601993571849,admin
43,2026-02-28 17:54:39.559539,simulation,Normal,0.044016545183390765,admin
44,2026-02-28 17:54:42.488657,simulation,Signature Attack,1.0,admin
45,2026-02-28 17:54:45.567736,simulation,Normal,0.03104861286163224,admin
46,2026-02-28 17:54:48.503370,simulation,Signature Attack,1.0,admin
47,2026-02-28 17:54:51.496858,simulation,Signature Attack,1.0,admin
48,2026-02-28 17:54:54.517846,simulation,Normal,0.06585602108361044,admin
49,2026-02-28 17:54:57.582852,simulation,Normal,0.01449266498616969,admin
50,2026-02-28 17:55:00.502702,simulation,Signature Attack,1.0,admin
51,2026-02-28 17:55:03.540463,simulation,Anomaly Attack,-0.03155742177537446,admin
52,2026-02-28 17:55:06.491797,simulation,Signature Attack,1.0,admin
53,2026-02-28 17:55:10.430013,simulation,Signature Attack,1.0,admin
54,2026-02-28 17:55:12.531415,simulation,Normal,0.06055948979417625,admin
55,2026-02-28 17:55:15.584995,simulation,Normal,0.006848123550210972,admin
56,2026-02-28 17:55:18.547845,simulation,Normal,0.0773812377931371,admin
57,2026-02-28 17:55:21.578817,simulation,Normal,0.018471447677231856,admin
58,2026-02-28 17:55:24.571834,simulation,Normal,0.018527573836778943,admin
59,2026-02-28 17:55:27.501501,simulation,Signature Attack,1.0,admin
60,2026-02-28 17:55:30.503474,simulation,Signature Attack,1.0,admin
61,2026-02-28 17:55:33.536288,simulation,Anomaly Attack,-0.05680841156386185,admin
62,2026-02-28 17:55:36.546136,simulation,Normal,0.04561899946419207,admin
63,2026-02-28 17:55:39.489236,simulation,Signature Attack,1.0,admin
64,2026-02-28 17:55:42.517246,simulation,Normal,0.07785207389842591,admin
65,2026-02-28 17:55:45.546682,simulation,Normal,0.10224671608420866,admin
66,2026-02-28 17:55:48.504945,simulation,Signature Attack,1.0,admin
67,2026-02-28 17:55:51.515473,simulation,Normal,0.07305496257517702,admin
68,2026-02-28 17:55:54.522109,simulation,Normal,0.05941877653037164,admin
69,2026-02-28 17:55:57.534192,simulation,Normal,0.08550907772220212,admin
70,2026-02-28 17:56:00.577597,simulation,Normal,0.039668479683323765,admin
71,2026-02-28 17:56:03.492508,simulation,Signature Attack,1.0,admin
72,2026-02-28 17:56:06.589011,simulation,Normal,0.03839307447701973,admin
73,2026-02-28 17:56:09.580617,simulation,Anomaly Attack,-0.006186918136118713,admin
74,2026-02-28 17:56:12.571305,simulation,Normal,0.07067751757973378,admin
75,2026-02-28 17:56:15.573490,simulation,Normal,0.06671730520222924,admin
76,2026-02-28 17:56:18.505813,simulation,Signature Attack,1.0,admin
77,2026-02-28 17:56:21.499242,simulation,Signature Attack,1.0,admin
78,2026-02-28 17:56:24.574517,simulation,Normal,0.05451228257107865,admin
79,2026-02-28 17:56:27.568148,simulation,Normal,0.09399575469151666,admin
80,2026-02-28 17:56:30.580824,simulation,Normal,0.052458576473284,admin
81,2026-02-28 17:56:33.498048,simulation,Signature Attack,1.0,admin
82,2026-02-28 17:56:36.492128,simulation,Signature Attack,1.0,admin
83,2026-02-28 17:56:39.574326,simulation,Normal,0.05568748213935287,admin
84,2026-02-28 17:56:42.490171,simulation,Signature Attack,1.0,admin
85,2026-02-28 17:56:45.499097,simulation,Signature Attack,1.0,admin
86,2026-02-28 17:56:48.536654,simulation,Normal,0.06634056954727835,admin
87,2026-02-28 17:56:51.582426,simulation,Anomaly Attack,-0.0395657872017775,admin
88,2026-02-28 17:56:54.538321,simulation,Normal,0.08002668962208975,admin
89,2026-02-28 17:56:57.513520,simulation,Normal,0.06554588812366974,admin
90,2026-02-28 17:57:00.505736,simulation,Signature Attack,1.0,admin
91,2026-02-28 17:57:03.597172,simulation,Normal,0.04524181393827792,admin
92,2026-02-28 17:57:06.569541,simulation,Normal,0.0668202798685617,admin
93,2026-02-28 17:57:11.257700,simulation,Normal,0.11006849670806412,admin
94,2026-02-28 17:57:12.567285,simulation,Normal,0.021456524506894115,admin
95,2026-02-28 17:57:15.493025,simulation,Signature Attack,1.0,admin
96,2026-02-28 17:57:18.494702,simulation,Signature Attack,1.0,admin
97,2026-02-28 17:57:21.572100,simulation,Normal,0.06079069395977593,admin
98,2026-02-28 17:57:24.577154,simulation,Normal,0.05737490377340321,admin
99,2026-02-28 17:57:27.570795,simulation,Normal,0.08972795429579605,admin
100,2026-02-28 17:57:30.499554,simulation,Signature Attack,1.0,admin
101,2026-02-28 17:57:33.613140,simulation,Normal,0.06931370915349055,admin
102,2026-02-28 17:57:36.585989,simulation,Normal,0.09631487217042495,admin
103,2026-02-28 17:57:39.575220,simulation,Normal,0.04679626260356201,admin
104,2026-02-28 17:57:42.497803,simulation,Signature Attack,1.0,admin
105,2026-02-28 17:57:45.570941,simulation,Anomaly Attack,-0.006500248409049059,admin
106,2026-02-28 17:57:48.527848,simulation,Normal,0.018074190609436214,admin
107,2026-02-28 17:57:51.582237,simulation,Normal,0.0629546013244201,admin
108,2026-02-28 17:57:54.492664,simulation,Signature Attack,1.0,admin
109,2026-02-28 17:57:57.485527,simulation,Signature Attack,1.0,admin
110,2026-02-28 17:58:00.546941,simulation,Normal,0.027315397431669608,admin
111,2026-02-28 17:58:03.496870,simulation,Signature Attack,1.0,admin
112,2026-02-28 17:58:06.511056,simulation,Signature Attack,1.0,admin
113,2026-02-28 17:58:09.574633,simulation,Normal,0.061603463106134015,admin
114,2026-02-28 17:58:12.574074,simulation,Anomaly Attack,-0.05669914479215543,admin
115,2026-02-28 17:58:15.539289,simulation,Normal,0.07591726462656073,admin
116,2026-02-28 17:58:18.595694,simulation,Normal,0.05761078195996283,admin
117,2026-02-28 17:58:21.497030,simulation,Signature Attack,1.0,admin
118,2026-02-28 17:58:24.579431,simulation,Normal,0.038475767557403506,admin
119,2026-02-28 17:58:27.579851,simulation,Anomaly Attack,-0.0009666322175089781,admin
120,2026-02-28 17:58:30.570301,simulation,Normal,0.023759483114900004,admin
121,2026-02-28 17:58:33.502976,simulation,Signature Attack,1.0,admin
122,2026-02-28 17:58:36.572279,simulation,Normal,0.031371480854400335,admin
123,2026-02-28 17:58:39.489931,simulation,Signature Attack,1.0,admin
124,2026-02-28 17:58:42.492563,simulation,Signature Attack,1.0,admin
125,2026-02-28 17:58:45.595210,simulation,Normal,0.030471122469848677,admin
126,2026-02-28 17:58:48.496773,simulation,Signature Attack,1.0,admin
127,2026-02-28 17:58:51.573933,simulation,Normal,0.04072392127587887,admin
128,2026-02-28 17:58:54.567733,simulation,Normal,0.04086717551862501,admin
129,2026-02-28 17:58:57.583285,simulation,Anomaly Attack,-0.01138133729986357,admin
130,2026-02-28 17:59:00.576807,simulation,Normal,0.07987674203508616,admin
131,2026-02-28 17:59:03.494009,simulation,Signature Attack,1.0,admin
132,2026-02-28 17:59:06.582908,simulation,Normal,0.03891611554221608,admin
133,2026-02-28 17:59:09.583927,simulation,Normal,0.08076484781219001,admin
134,2026-02-28 17:59:12.496534,simulation,Signature Attack,1.0,admin
135,2026-02-28 17:59:15.563148,simulation,Normal,0.024789196720260864,admin
136,2026-02-28 17:59:18.611889,simulation,Normal,0.06636074018263666,admin
137,2026-02-28 17:59:21.581417,simulation,Normal,0.05346637560739348,admin
138,2026-02-28 17:59:24.546490,simulation,Anomaly Attack,-0.0054278958646194475,admin
139,2026-02-28 17:59:27.492985,simulation,Signature Attack,1.0,admin
140,2026-02-28 17:59:30.564616,simulation,Anomaly Attack,-0.04546092900067622,admin
141,2026-02-28 17:59:33.500838,simulation,Signature Attack,1.0,admin
142,2026-02-28 17:59:36.575399,simulation,Normal,0.019020623800921455,admin
143,2026-02-28 17:59:39.569747,simulation,Normal,0.09924583209146626,admin
144,2026-02-28 17:59:42.534298,simulation,Normal,0.07660360252444015,admin
145,2026-02-28 17:59:45.502137,simulation,Signature Attack,1.0,admin
146,2026-02-28 17:59:48.597172,simulation,Normal,0.035739603253783336,admin
147,2026-02-28 17:59:51.507091,simulation,Signature Attack,1.0,admin
148,2026-02-28 17:59:54.542311,simulation,Normal,0.02374730699810179,admin
149,2026-02-28 17:59:57.495392,simulation,Signature Attack,1.0,admin
150,2026-02-28 18:00:00.485227,simulation,Signature Attack,1.0,admin
151,2026-02-28 18:00:03.606280,simulation,Normal,0.01156954404855648,admin
152,2026-02-28 18:00:06.488815,simulation,Signature Attack,1.0,admin
153,2026-02-28 18:00:09.565623,simulation,Anomaly Attack,-0.0046062851350202605,admin
154,2026-02-28 18:00:12.585210,simulation,Normal,0.010958004579204317,admin
155,2026-02-28 18:00:15.525286,simulation,Normal,0.07888077959006107,admin
156,2026-02-28 18:00:18.486257,simulation,Signature Attack,1.0,admin
157,2026-02-28 18:00:21.486444,simulation,Signature Attack,1.0,admin
158,2026-02-28 18:00:24.587544,simulation,Anomaly Attack,-0.029046043385861697,admin
159,2026-02-28 18:00:27.581101,simulation,Normal,0.00994723609227638,admin
160,2026-02-28 18:00:30.573032,simulation,Normal,0.08426018295350657,admin
161,2026-02-28 18:00:33.596629,simulation,Normal,0.035693596768392455,admin
162,2026-02-28 18:00:36.572769,simulation,Normal,0.05820833702900269,admin
163,2026-02-28 18:00:39.579249,simulation,Normal,0.032998753873518805,admin
164,2026-02-28 18:00:42.576533,simulation,Normal,0.07607381322875356,admin
165,2026-02-28 18:00:45.570493,simulation,Normal,0.04673252525411015,admin
166,2026-02-28 18:00:48.587155,simulation,Normal,0.054123836649206836,admin
167,2026-02-28 18:00:51.538525,simulation,Normal,0.059967917546489,admin
168,2026-02-28 18:00:54.496658,simulation,Signature Attack,1.0,admin
169,2026-02-28 18:00:57.570016,simulation,Anomaly Attack,-0.003973373326037033,admin
170,2026-02-28 18:01:00.522671,simulation,Normal,0.017175099933196103,admin
171,2026-02-28 18:01:03.501834,simulation,Signature Attack,1.0,admin
172,2026-02-28 18:01:06.576274,simulation,Normal,0.010008611705574821,admin
173,2026-02-28 18:01:09.485170,simulation,Signature Attack,1.0,admin
174,2026-02-28 18:01:12.571441,simulation,Normal,0.07898139565111562,admin
175,2026-02-28 18:01:15.578003,simulation,Normal,0.08696886132119275,admin
176,2026-02-28 18:01:18.592637,simulation,Normal,0.029940167828252318,admin
177,2026-02-28 18:01:21.576353,simulation,Normal,0.07258056108042266,admin
178,2026-02-28 18:01:24.501251,simulation,Signature Attack,1.0,admin
179,2026-02-28 18:01:27.575427,simulation,Normal,0.013847108487342996,admin
180,2026-02-28 18:01:30.496538,simulation,Signature Attack,1.0,admin
181,2026-02-28 18:01:33.600660,simulation,Anomaly Attack,-0.034388384853296095,admin
182,2026-02-28 18:01:36.583025,simulation,Normal,0.026411623732569,admin
183,2026-02-28 18:01:39.580500,simulation,Normal,0.02004789052103978,admin
184,2026-02-28 18:01:42.492915,simulation,Signature Attack,1.0,admin
185,2026-02-28 18:01:45.547135,simulation,Normal,0.07911630595876656,admin
186,2026-02-28 18:01:48.595887,simulation,Normal,0.049296286629464114,admin
187,2026-02-28 18:01:51.572150,simulation,Normal,0.050610912725659485,admin
188,2026-02-28 18:01:54.582397,simulation,Normal,0.0491972432002617,admin
189,2026-02-28 18:01:57.580131,simulation,Normal,0.09185951228470546,admin
190,2026-02-28 18:02:00.574399,simulation,Normal,0.05371879682368963,admin
191,2026-02-28 18:02:03.557981,simulation,Normal,0.07374611398064113,admin
192,2026-02-28 18:02:06.596637,simulation,Normal,0.10320579137343627,admin
193,2026-02-28 18:02:09.496548,simulation,Signature Attack,1.0,admin
194,2026-02-28 18:02:12.581285,simulation,Normal,0.06834794205567912,admin
195,2026-02-28 18:02:15.581627,simulation,Normal,0.02508801505905006,admin
196,2026-02-28 18:02:18.536885,simulation,Normal,0.028619241756249247,admin
197,2026-02-28 18:02:21.488009,simulation,Signature Attack,1.0,admin
198,2026-02-28 18:02:24.554781,simulation,Normal,0.02667710147473057,admin
199,2026-02-28 18:02:27.573144,simulation,Normal,0.028582761245329935,admin
200,2026-02-28 18:02:30.542403,simulation,Normal,0.031184770355313696,admin
201,2026-02-28 18:02:33.501087,simulation,Signature Attack,1.0,admin
202,2026-02-28 18:02:36.570239,simulation,Normal,0.10541216711274537,admin
203,2026-02-28 18:02:39.497495,simulation,Signature Attack,1.0,admin
204,2026-02-28 18:02:42.527817,simulation,Normal,0.057906653401480046,admin
205,2026-02-28 18:02:45.535733,simulation,Normal,0.04793291347081419,admin
206,2026-02-28 18:02:48.500751,simulation,Signature Attack,1.0,admin
207,2026-02-28 18:02:51.537345,simulation,Normal,0.06807602283738251,admin
208,2026-02-28 18:02:54.543935,simulation,Anomaly Attack,-0.009667411759454902,admin
209,2026-02-28 18:02:57.507382,simulation,Signature Attack,1.0,admin
210,2026-02-28 18:03:00.532384,simulation,Normal,0.085482526036123,admin
211,2026-02-28 18:03:03.507297,simulation,Signature Attack,1.0,admin
212,2026-02-28 18:03:06.538897,simulation,Normal,0.06678077837397872,admin
213,2026-02-28 18:03:09.503242,simulation,Signature Attack,1.0,admin
214,2026-02-28 18:03:12.535107,simulation,Anomaly Attack,-0.02494713441997265,admin
215,2026-02-28 18:03:15.549235,simulation,Normal,0.0866837015300016,admin
216,2026-02-28 18:03:18.492612,simulation,Signature Attack,1.0,admin
217,2026-02-28 18:03:21.514767,simulation,Normal,0.018545894784199324,admin
218,2026-02-28 18:03:24.534701,simulation,Anomaly Attack,-0.01193606606780151,admin
219,2026-02-28 18:03:27.497212,simulation,Signature Attack,1.0,admin
220,2026-02-28 18:03:30.496524,simulation,Signature Attack,1.0,admin
221,2026-02-28 18:03:57.999631,simulation,Signature Attack,1.0,admin
222,2026-02-28 18:03:58.083573,simulation,Normal,0.010752246905103457,admin
223,2026-02-28 18:04:00.585657,simulation,Anomaly Attack,-0.02432554260071118,admin
224,2026-02-28 18:04:03.538279,simulation,Normal,0.06945289046527453,admin
225,2026-02-28 18:04:06.538982,simulation,Normal,0.06638710820024535,admin
226,2026-02-28 18:04:09.498273,simulation,Signature Attack,1.0,admin
227,2026-02-28 18:04:12.561876,simulation,Anomaly Attack,-0.01881229008292684,admin
228,2026-02-28 18:04:15.511229,simulation,Normal,0.060466712569006986,admin
229,2026-02-28 18:04:18.522117,simulation,Normal,0.06505528983699133,admin
230,2026-02-28 18:04:21.543606,simulation,Normal,0.11014304439888345,admin
231,2026-02-28 18:04:24.504088,simulation,Signature Attack,1.0,admin
232,2026-02-28 18:04:27.539020,simulation,Normal,0.0814119520590939,admin
233,2026-02-28 18:04:30.531017,simulation,Normal,0.0773424551512139,admin
234,2026-02-28 18:04:33.527109,simulation,Normal,0.05536945671944821,admin
235,2026-02-28 18:04:36.577676,simulation,Normal,0.0552753465440014,admin
236,2026-02-28 18:04:39.541647,simulation,Normal,0.038048077743943365,admin
237,2026-02-28 18:04:42.501011,simulation,Signature Attack,1.0,admin
238,2026-02-28 18:04:45.573518,simulation,Normal,0.006660515210767326,admin
239,2026-02-28 18:04:48.491976,simulation,Signature Attack,1.0,admin
240,2026-02-28 18:04:51.581810,simulation,Normal,0.08646584382657552,admin
241,2026-02-28 18:04:54.551938,simulation,Normal,0.11025671709876339,admin
242,2026-02-28 18:04:57.571150,simulation,Normal,0.0612021023482795,admin
243,2026-02-28 18:05:00.493784,simulation,Signature Attack,1.0,admin
244,2026-02-28 18:05:03.549625,simulation,Normal,0.09689736379014047,admin
245,2026-02-28 18:05:06.574416,simulation,Normal,0.045965564910730505,admin
246,2026-02-28 18:05:52.148487,simulation,Normal,0.06856786716411417,admin
247,2026-03-03 08:31:44.734659,manual,Signature Attack,1.0,admin
248,2026-03-03 09:28:37.435076,csv,Normal,0.12365112972407355,admin
249,2026-03-03 09:28:37.478840,csv,Normal,0.12505493685549568,admin
250,2026-03-03 09:28:37.519331,csv,Anomaly Attack,-0.26204377302639414,admin
251,2026-03-03 09:28:37.570376,csv,Anomaly Attack,-0.26204377302639414,admin
252,2026-03-03 09:28:37.582617,csv,Signature Attack,1.0,admin
253,2026-03-03 09:28:37.591791,csv,Signature Attack,1.0,admin
254,2026-03-03 09:28:37.641514,csv,Normal,0.12328328140946171,admin
255,2026-03-03 09:28:37.683119,csv,Anomaly Attack,-0.26204377302639414,admin
256,2026-03-03 09:31:46.389662,csv,Normal,0.12365112972407355,admin
257,2026-03-03 09:31:46.438542,csv,Normal,0.12505493685549568,admin
258,2026-03-03 09:31:46.473242,csv,Anomaly Attack,-0.26204377302639414,admin
259,2026-03-03 09:31:46.514316,csv,Anomaly Attack,-0.26204377302639414,admin
260,2026-03-03 09:31:46.522289,csv,Signature Attack,1.0,admin
261,2026-03-03 09:31:46.532085,csv,Signature Attack,1.0,admin
262,2026-03-03 09:31:46.564788,csv,Normal,0.12328328140946171,admin
263,2026-03-03 09:31:46.598790,csv,Anomaly Attack,-0.26204377302639414,admin
264,2026-03-03 12:16:27.261600,csv,Normal,0.12365112972407355,admin
265,2026-03-03 12:16:27.325222,csv,Normal,0.12505493685549568,admin
266,2026-03-03 12:16:27.383874,csv,Anomaly Attack,-0.26204377302639414,admin
267,2026-03-03 12:16:27.448740,csv,Anomaly Attack,-0.26204377302639414,admin
268,2026-03-03 12:16:27.458836,csv,Signature Attack,1.0,admin
269,2026-03-03 12:16:27.466618,csv,Signature Attack,1.0,admin
270,2026-03-03 12:16:27.523189,csv,Normal,0.12328328140946171,admin
271,2026-03-03 12:16:27.568764,csv,Anomaly Attack,-0.26204377302639414,admin
272,2026-03-03 12:48:43.036437,csv,Normal,0.12365112972407355,admin
273,2026-03-03 12:48:43.079473,csv,Normal,0.12505493685549568,admin
274,2026-03-03 12:48:43.122177,csv,Anomaly Attack,-0.26204377302639414,admin
275,2026-03-03 12:48:43.163338,csv,Anomaly Attack,-0.26204377302639414,admin
276,2026-03-03 12:48:43.176789,csv,Signature Attack,1.0,admin
277,2026-03-03 12:48:43.185369,csv,Signature Attack,1.0,admin
278,2026-03-03 12:48:43.221839,csv,Normal,0.12328328140946171,admin
279,2026-03-03 12:48:43.256660,csv,Anomaly Attack,-0.26204377302639414,admin
280,2026-03-03 13:39:23.037851,csv,Normal,0.12365112972407355,admin
281,2026-03-03 13:39:23.099746,csv,Normal,0.12505493685549568,admin
282,2026-03-03 13:39:23.137725,csv,Anomaly Attack,-0.26204377302639414,admin
283,2026-03-03 13:39:23.177757,csv,Anomaly Attack,-0.26204377302639414,admin
284,2026-03-03 13:39:23.186980,csv,Signature Attack,1.0,admin
285,2026-03-03 13:39:23.198342,csv,Signature Attack,1.0,admin
286,2026-03-03 13:39:23.227296,csv,Normal,0.12328328140946171,admin
287,2026-03-03 13:39:23.264087,csv,Anomaly Attack,-0.26204377302639414,admin
288,2026-03-03 13:48:53.285805,csv,Normal,0.12365112972407355,admin
289,2026-03-03 13:48:53.325684,csv,Normal,0.12505493685549568,admin
290,2026-03-03 13:48:53.366063,csv,Anomaly Attack,-0.26204377302639414,admin
291,2026-03-03 13:48:53.410184,csv,Anomaly Attack,-0.26204377302639414,admin
292,2026-03-03 13:48:53.418190,csv,Signature Attack,1.0,admin
293,2026-03-03 13:48:53.428310,csv,Signature Attack,1.0,admin
294,2026-03-03 13:48:53.460013,csv,Normal,0.12328328140946171,admin
295,2026-03-03 13:48:53.492504,csv,Anomaly Attack,-0.26204377302639414,admin
296,2026-03-03 13:59:18.740233,csv,Normal,0.12365112972407355,admin
297,2026-03-03 13:59:18.786543,csv,Normal,0.12505493685549568,admin
298,2026-03-03 13:59:18.823732,csv,Anomaly Attack,-0.26204377302639414,admin
299,2026-03-03 13:59:18.859432,csv,Anomaly Attack,-0.26204377302639414,admin
300,2026-03-03 13:59:18.871345,csv,Signature Attack,1.0,admin
301,2026-03-03 13:59:18.877756,csv,Signature Attack,1.0,admin
302,2026-03-03 13:59:18.914401,csv,Normal,0.12328328140946171,admin
303,2026-03-03 13:59:18.953494,csv,Anomaly Attack,-0.26204377302639414,admin
304,2026-03-03 14:03:52.208244,csv,Normal,0.12365112972407355,admin
305,2026-03-03 14:03:52.252496,csv,Normal,0.12505493685549568,admin
306,2026-03-03 14:03:52.304651,csv,Anomaly Attack,-0.26204377302639414,admin
307,2026-03-03 14:03:52.342103,csv,Anomaly Attack,-0.26204377302639414,admin
308,2026-03-03 14:03:52.354155,csv,Signature Attack,1.0,admin
309,2026-03-03 14:03:52.364387,csv,Signature Attack,1.0,admin
310,2026-03-03 14:03:52.401690,csv,Normal,0.12328328140946171,admin
311,2026-03-03 14:03:52.442329,csv,Anomaly Attack,-0.26204377302639414,admin
312,2026-03-03 14:05:06.424578,csv,Normal,0.12365112972407355,admin
313,2026-03-03 14:05:06.463779,csv,Normal,0.12505493685549568,admin
314,2026-03-03 14:05:06.498031,csv,Anomaly Attack,-0.26204377302639414,admin
315,2026-03-03 14:05:06.538264,csv,Anomaly Attack,-0.26204377302639414,admin
316,2026-03-03 14:05:06.547589,csv,Signature Attack,1.0,admin
317,2026-03-03 14:05:06.558675,csv,Signature Attack,1.0,admin
318,2026-03-03 14:05:06.593400,csv,Normal,0.12328328140946171,admin
319,2026-03-03 14:05:06.627609,csv,Anomaly Attack,-0.26204377302639414,admin
320,2026-03-03 14:29:09.255472,csv,Normal,0.12365112972407355,admin
321,2026-03-03 14:29:09.306050,csv,Normal,0.12505493685549568,admin
322,2026-03-03 14:29:09.355228,csv,Anomaly Attack,-0.26204377302639414,admin
323,2026-03-03 14:29:09.404040,csv,Anomaly Attack,-0.26204377302639414,admin
324,2026-03-03 14:29:09.415817,csv,Signature Attack,1.0,admin
325,2026-03-03 14:29:09.425151,csv,Signature Attack,1.0,admin
326,2026-03-03 14:29:09.480078,csv,Normal,0.12328328140946171,admin
327,2026-03-03 14:29:09.529758,csv,Anomaly Attack,-0.26204377302639414,admin
328,2026-03-03 14:29:58.345289,manual,Normal,0.10973570447419567,admin
329,2026-03-03 14:47:19.205816,csv,Normal,0.12365112972407355,user1
330,2026-03-03 14:47:19.277290,csv,Normal,0.12505493685549568,user1
331,2026-03-03 14:47:19.340616,csv,Anomaly Attack,-0.26204377302639414,user1
332,2026-03-03 14:47:19.383721,csv,Anomaly Attack,-0.26204377302639414,user1
333,2026-03-03 14:47:19.395657,csv,Signature Attack,1.0,user1
334,2026-03-03 14:47:19.404759,csv,Signature Attack,1.0,user1
335,2026-03-03 14:47:19.452994,csv,Normal,0.12328328140946171,user1
336,2026-03-03 14:47:19.525936,csv,Anomaly Attack,-0.26204377302639414,user1
337,2026-03-03 16:28:59.676268,csv,Normal,0.12365112972407355,admin
338,2026-03-03 16:28:59.714250,csv,Normal,0.12505493685549568,admin
339,2026-03-03 16:28:59.765559,csv,Anomaly Attack,-0.26204377302639414,admin
340,2026-03-03 16:28:59.813387,csv,Anomaly Attack,-0.26204377302639414,admin
341,2026-03-03 16:28:59.822699,csv,Signature Attack,1.0,admin
342,2026-03-03 16:28:59.833010,csv,Signature Attack,1.0,admin
343,2026-03-03 16:28:59.873181,csv,Normal,0.12328328140946171,admin
344,2026-03-03 16:28:59.922319,csv,Anomaly Attack,-0.26204377302639414,admin
345,2026-03-03 16:29:45.982320,csv,Normal,0.12365112972407355,admin
346,2026-03-03 16:29:46.031808,csv,Normal,0.12505493685549568,admin
347,2026-03-03 16:29:46.093328,csv,Anomaly Attack,-0.26204377302639414,admin
348,2026-03-03 16:29:46.141619,csv,Anomaly Attack,-0.26204377302639414,admin
349,2026-03-03 16:29:46.152092,csv,Signature Attack,1.0,admin
350,2026-03-03 16:29:46.162619,csv,Signature Attack,1.0,admin
351,2026-03-03 16:29:46.221365,csv,Normal,0.12328328140946171,admin
352,2026-03-03 16:29:46.270747,csv,Anomaly Attack,-0.26204377302639414,admin
353,2026-03-07 11:38:46.543500,manual,Normal,0.10838588540837502,admin
354,2026-03-07 11:39:25.643739,manual,Signature Attack,1.0,admin
355,2026-03-07 11:47:03.217234,csv,Normal,0.12365112972407355,user
356,2026-03-07 11:47:03.270867,csv,Normal,0.12505493685549568,user
357,2026-03-07 11:47:03.312510,csv,Anomaly Attack,-0.26204377302639414,user
358,2026-03-07 11:47:03.357438,csv,Anomaly Attack,-0.26204377302639414,user
359,2026-03-07 11:47:03.370990,csv,Signature Attack,1.0,user
360,2026-03-07 11:47:03.380367,csv,Signature Attack,1.0,user
361,2026-03-07 11:47:03.414246,csv,Normal,0.12328328140946171,user
362,2026-03-07 11:47:03.457610,csv,Anomaly Attack,-0.26204377302639414,user
363,2026-03-07 12:32:18.651107,manual,Normal,0.11337082043347568,admin
364,2026-03-07 12:33:41.389604,manual,Signature Attack,1.0,admin
365,2026-03-07 12:34:48.322352,csv,Normal,0.12365112972407355,admin
